,Name,Population,White,Black or African American,American Indian and Alaskan Native,Asian,Native Hawaiian and Other Pacific Islander,Other
929,"Guthrie County, Iowa",10664.0,10509.0,46.0,120.0,53.0,2.0,57.0
930,"Hancock County, Iowa",10971.0,10760.0,180.0,52.0,66.0,8.0,74.0
931,"Humboldt County, Iowa",9586.0,9461.0,50.0,76.0,53.0,24.0,39.0
932,"Madison County, Iowa",15720.0,15462.0,135.0,20.0,221.0,20.0,5.0
933,"Marion County, Iowa",33127.0,32201.0,439.0,170.0,554.0,4.0,266.0
934,"Washington County, Iowa",22095.0,21567.0,328.0,112.0,180.0,60.0,115.0
935,"Wright County, Iowa",12864.0,12219.0,193.0,41.0,79.0,8.0,519.0
936,"Cass County, Iowa",13327.0,13105.0,87.0,70.0,77.0,53.0,55.0
937,"Cherokee County, Iowa",11577.0,11363.0,156.0,73.0,87.0,12.0,10.0
938,"Crawford County, Iowa",17131.0,15475.0,365.0,266.0,322.0,27.0,1008.0
939,"Des Moines County, Iowa",39876.0,37027.0,2938.0,303.0,467.0,42.0,131.0
940,"Fayette County, Iowa",20139.0,19601.0,466.0,129.0,221.0,4.0,116.0
941,"Harrison County, Iowa",14196.0,13987.0,29.0,211.0,77.0,37.0,23.0
942,"Kossuth County, Iowa",15166.0,14889.0,178.0,65.0,112.0,4.0,65.0
943,"Mills County, Iowa",14933.0,14583.0,163.0,155.0,99.0,10.0,83.0
944,"Monona County, Iowa",8865.0,8596.0,37.0,309.0,16.0,0.0,13.0
945,"Muscatine County, Iowa",42923.0,40385.0,1640.0,311.0,670.0,54.0,1254.0
946,"Osceola County, Iowa",6149.0,5891.0,96.0,21.0,7.0,15.0,191.0
947,"Polk County, Iowa",467235.0,406899.0,37858.0,3816.0,23715.0,689.0,7756.0
948,"Webster County, Iowa",36945.0,34448.0,2083.0,244.0,496.0,20.0,191.0
949,"Story County, Iowa",95888.0,86139.0,3211.0,464.0,8211.0,55.0,589.0
950,"Woodbury County, Iowa",102397.0,91222.0,4701.0,3052.0,3453.0,296.0,3022.0
951,"Black Hawk County, Iowa",132960.0,115482.0,13880.0,900.0,3239.0,441.0,2186.0
952,"Grundy County, Iowa",12354.0,12209.0,108.0,25.0,66.0,22.0,16.0
953,"Jackson County, Iowa",19409.0,19039.0,311.0,28.0,106.0,133.0,34.0
954,"Jones County, Iowa",20468.0,19787.0,540.0,217.0,41.0,0.0,66.0
955,"Lee County, Iowa",34785.0,33436.0,1412.0,273.0,279.0,40.0,270.0
956,"Mitchell County, Iowa",10663.0,10537.0,80.0,37.0,67.0,0.0,50.0
957,"Montgomery County, Iowa",10239.0,10018.0,131.0,132.0,27.0,0.0,193.0
958,"Warren County, Iowa",48630.0,47724.0,522.0,263.0,463.0,214.0,310.0
959,"Sac County, Iowa",9936.0,9800.0,105.0,62.0,12.0,0.0,63.0
960,"Mahaska County, Iowa",22301.0,21493.0,458.0,128.0,363.0,24.0,86.0
961,"Plymouth County, Iowa",25027.0,24211.0,321.0,151.0,228.0,57.0,456.0
962,"Buchanan County, Iowa",21101.0,20822.0,206.0,93.0,151.0,21.0,42.0
963,"Clay County, Iowa",16387.0,16114.0,353.0,88.0,80.0,28.0,110.0
964,"Clinton County, Iowa",47587.0,45574.0,1949.0,343.0,489.0,25.0,298.0
965,"Decatur County, Iowa",8105.0,7856.0,203.0,79.0,53.0,17.0,20.0
966,"Smith County, Kansas",3693.0,3645.0,61.0,32.0,29.0,20.0,13.0
967,"Grant County, Kansas",7716.0,6612.0,23.0,80.0,0.0,0.0,1164.0
968,"Jackson County, Kansas",13322.0,12091.0,184.0,1482.0,33.0,34.0,41.0
969,"Kingman County, Kansas",7576.0,7506.0,65.0,121.0,43.0,18.0,15.0
970,"Logan County, Kansas",2790.0,2761.0,40.0,45.0,14.0,0.0,21.0
971,"Cherokee County, Kansas",20501.0,19587.0,272.0,1445.0,91.0,95.0,66.0
972,"Nemaha County, Kansas",10095.0,9911.0,98.0,129.0,67.0,6.0,12.0
973,"Pottawatomie County, Kansas",23188.0,22402.0,223.0,636.0,319.0,2.0,180.0
974,"Wyandotte County, Kansas",163227.0,104590.0,41478.0,2771.0,7735.0,555.0,13881.0
975,"Butler County, Kansas",66260.0,63223.0,1753.0,1334.0,1008.0,83.0,329.0
976,"Clay County, Kansas",8203.0,8036.0,90.0,107.0,56.0,0.0,18.0
977,"Lincoln County, Kansas",3121.0,3097.0,21.0,15.0,5.0,0.0,0.0
978,"Saline County, Kansas",55334.0,50166.0,2723.0,656.0,1540.0,88.0,2231.0
979,"Sumner County, Kansas",23336.0,22607.0,399.0,553.0,142.0,25.0,203.0
980,"Trego County, Kansas",2899.0,2803.0,28.0,52.0,46.0,0.0,9.0
981,"Wabaunsee County, Kansas",6918.0,6792.0,69.0,126.0,52.0,21.0,34.0
982,"Wilson County, Kansas",8858.0,8688.0,109.0,307.0,77.0,0.0,11.0
983,"Woodson County, Kansas",3178.0,3096.0,79.0,115.0,35.0,0.0,10.0
984,"Mitchell County, Kansas",6230.0,6104.0,72.0,31.0,42.0,7.0,18.0
985,"Ness County, Kansas",3001.0,2943.0,7.0,6.0,10.0,0.0,39.0
986,"Osborne County, Kansas",3684.0,3618.0,24.0,76.0,10.0,0.0,28.0
987,"Atchison County, Kansas",16466.0,15773.0,1131.0,266.0,94.0,22.0,63.0
988,"Bourbon County, Kansas",14757.0,14007.0,592.0,273.0,185.0,0.0,33.0
989,"Finney County, Kansas",37097.0,29630.0,1260.0,789.0,1712.0,98.0,5019.0
990,"Hamilton County, Kansas",2621.0,2305.0,117.0,21.0,0.0,0.0,226.0
991,"Kiowa County, Kansas",2524.0,2424.0,41.0,53.0,36.0,0.0,16.0
992,"Leavenworth County, Kansas",79359.0,68833.0,8795.0,1649.0,1814.0,143.0,1717.0
993,"Shawnee County, Kansas",178392.0,155631.0,18527.0,5199.0,3384.0,330.0,4866.0
994,"Sherman County, Kansas",5999.0,5574.0,58.0,20.0,111.0,0.0,288.0
995,"Stanton County, Kansas",2107.0,1855.0,73.0,23.0,29.0,29.0,208.0
996,"Thomas County, Kansas",7847.0,7469.0,132.0,76.0,73.0,4.0,186.0
997,"Meade County, Kansas",4295.0,3801.0,59.0,56.0,52.0,10.0,401.0
998,"Montgomery County, Kansas",33463.0,29835.0,2262.0,2009.0,422.0,78.0,323.0
999,"Morris County, Kansas",5605.0,5510.0,74.0,112.0,54.0,0.0,39.0
1000,"Pratt County, Kansas",9670.0,9531.0,58.0,140.0,49.0,0.0,34.0
1001,"Rawlins County, Kansas",2520.0,2463.0,15.0,16.0,25.0,0.0,31.0
1002,"Rooks County, Kansas",5148.0,5059.0,74.0,55.0,28.0,0.0,23.0
1003,"Anderson County, Kansas",7840.0,7548.0,19.0,301.0,0.0,0.0,22.0
1004,"Clark County, Kansas",2089.0,2016.0,56.0,56.0,19.0,0.0,0.0
1005,"Ellsworth County, Kansas",6331.0,5794.0,284.0,197.0,57.0,0.0,161.0
1006,"Geary County, Kansas",35796.0,27015.0,7601.0,696.0,1692.0,378.0,804.0
1007,"Harper County, Kansas",5746.0,5574.0,32.0,155.0,17.0,0.0,12.0
1008,"Ford County, Kansas",34658.0,31580.0,976.0,330.0,565.0,100.0,1862.0
1009,"Russell County, Kansas",6987.0,6799.0,117.0,118.0,7.0,80.0,0.0
1010,"Lyon County, Kansas",33302.0,30886.0,1218.0,812.0,1086.0,54.0,857.0
1011,"Marshall County, Kansas",9859.0,9703.0,55.0,144.0,33.0,28.0,52.0
1012,"Pawnee County, Kansas",6776.0,6296.0,397.0,146.0,9.0,0.0,136.0
1013,"Allen County, Kansas",12752.0,12392.0,413.0,231.0,90.0,31.0,62.0
1014,"Cheyenne County, Kansas",2677.0,2561.0,5.0,47.0,26.0,0.0,102.0
1015,"Comanche County, Kansas",1741.0,1734.0,0.0,9.0,0.0,4.0,7.0
1016,"Cowley County, Kansas",35732.0,32795.0,1551.0,1447.0,721.0,61.0,595.0
1017,"Elk County, Kansas",2581.0,2504.0,6.0,130.0,23.0,8.0,8.0
1018,"Gove County, Kansas",2632.0,2580.0,6.0,40.0,28.0,0.0,5.0
1019,"Franklin County, Kansas",25599.0,24452.0,557.0,485.0,202.0,2.0,637.0
1020,"Harvey County, Kansas",34683.0,33158.0,909.0,580.0,441.0,53.0,332.0
1021,"Hodgeman County, Kansas",1875.0,1816.0,18.0,7.0,57.0,0.0,0.0
1022,"Jewell County, Kansas",2963.0,2930.0,27.0,37.0,3.0,4.0,10.0
1023,"Kearny County, Kansas",3931.0,3467.0,92.0,70.0,17.0,0.0,390.0
1024,"Rice County, Kansas",9868.0,9276.0,243.0,137.0,100.0,57.0,307.0
1025,"Stafford County, Kansas",4251.0,4137.0,28.0,73.0,35.0,20.0,48.0
1026,"McPherson County, Kansas",28792.0,27829.0,588.0,450.0,402.0,61.0,242.0
1027,"Osage County, Kansas",15894.0,15700.0,213.0,285.0,89.0,4.0,14.0
1028,"Greeley County, Kansas",1210.0,1091.0,22.0,21.0,7.0,0.0,106.0
1029,"Coffey County, Kansas",8328.0,8164.0,74.0,178.0,78.0,0.0,24.0
1030,"Crawford County, Kansas",39099.0,36871.0,1356.0,847.0,898.0,26.0,327.0
1031,"Ellis County, Kansas",28877.0,27805.0,688.0,258.0,495.0,231.0,180.0
1032,"Greenwood County, Kansas",6227.0,6172.0,61.0,209.0,2.0,2.0,26.0
1033,"Labette County, Kansas",20553.0,19388.0,1236.0,850.0,156.0,7.0,82.0
1034,"Linn County, Kansas",9602.0,9378.0,113.0,213.0,31.0,0.0,19.0
1035,"Sedgwick County, Kansas",510484.0,421931.0,55445.0,12310.0,26162.0,943.0,15470.0
1036,"Seward County, Kansas",22948.0,14119.0,1249.0,453.0,808.0,7.0,6976.0
1037,"Republic County, Kansas",4705.0,4651.0,26.0,43.0,32.0,0.0,3.0
1038,"Graham County, Kansas",2561.0,2412.0,172.0,39.0,26.0,0.0,0.0
1039,"Johnson County, Kansas",578797.0,516757.0,34249.0,5963.0,32674.0,891.0,6773.0
1040,"Douglas County, Kansas",117806.0,102827.0,7153.0,4691.0,6896.0,50.0,1901.0
1041,"Sheridan County, Kansas",2497.0,2437.0,12.0,33.0,0.0,0.0,17.0
1042,"Miami County, Kansas",32976.0,32003.0,628.0,478.0,246.0,7.0,88.0
1043,"Gray County, Kansas",6004.0,5948.0,44.0,9.0,12.0,15.0,2.0
1044,"Wallace County, Kansas",1591.0,1560.0,13.0,13.0,0.0,0.0,25.0
1045,"Chase County, Kansas",2665.0,2601.0,71.0,45.0,0.0,0.0,25.0
1046,"Stevens County, Kansas",5741.0,5260.0,5.0,79.0,70.0,61.0,498.0
1047,"Washington County, Kansas",5572.0,5491.0,92.0,54.0,7.0,0.0,55.0
1048,"Wichita County, Kansas",2157.0,1980.0,33.0,17.0,15.0,0.0,144.0
1049,"Chautauqua County, Kansas",3425.0,3231.0,42.0,306.0,0.0,0.0,0.0
1050,"Morton County, Kansas",2931.0,2815.0,111.0,39.0,4.0,0.0,125.0
1051,"Norton County, Kansas",5527.0,5226.0,170.0,170.0,22.0,18.0,120.0
1052,"Reno County, Kansas",63360.0,60001.0,2730.0,1137.0,483.0,36.0,774.0
1053,"Barton County, Kansas",27067.0,25656.0,636.0,474.0,115.0,76.0,722.0
1054,"Cloud County, Kansas",9191.0,8943.0,93.0,195.0,65.0,16.0,136.0
1055,"Doniphan County, Kansas",7790.0,7353.0,326.0,228.0,49.0,0.0,13.0
1056,"Edwards County, Kansas",2946.0,2789.0,59.0,29.0,17.0,0.0,84.0
1057,"Haskell County, Kansas",4081.0,3635.0,6.0,59.0,24.0,1.0,380.0
1058,"Lane County, Kansas",1702.0,1650.0,4.0,41.0,0.0,7.0,3.0
1059,"Rush County, Kansas",3119.0,3073.0,13.0,51.0,19.0,0.0,19.0
1060,"Scott County, Kansas",4981.0,4739.0,0.0,78.0,54.0,0.0,146.0
1061,"Marion County, Kansas",12087.0,11855.0,168.0,348.0,46.0,0.0,38.0
1062,"Neosho County, Kansas",16209.0,15757.0,316.0,305.0,135.0,34.0,107.0
1063,"Brown County, Kansas",9736.0,8687.0,223.0,1060.0,64.0,12.0,28.0
1064,"Ottawa County, Kansas",5957.0,5863.0,73.0,73.0,56.0,0.0,29.0
1065,"Phillips County, Kansas",5446.0,5388.0,36.0,84.0,33.0,5.0,6.0
1066,"Riley County, Kansas",75696.0,65321.0,6393.0,1195.0,4509.0,263.0,1438.0
1067,"Barber County, Kansas",4905.0,4761.0,69.0,102.0,45.0,0.0,5.0
1068,"Decatur County, Kansas",2891.0,2838.0,35.0,29.0,15.0,0.0,15.0
1069,"Dickinson County, Kansas",19162.0,18617.0,396.0,304.0,166.0,0.0,199.0
1070,"Jefferson County, Kansas",18856.0,18571.0,231.0,462.0,19.0,8.0,77.0
1071,"Harrison County, Kentucky",18630.0,18128.0,558.0,120.0,39.0,0.0,203.0
1072,"Butler County, Kentucky",12735.0,12483.0,79.0,155.0,15.0,3.0,172.0
1073,"Trimble County, Kentucky",8697.0,8614.0,41.0,143.0,8.0,24.0,27.0
1074,"Edmonson County, Kentucky",12063.0,11777.0,277.0,213.0,28.0,17.0,31.0
1075,"Hickman County, Kentucky",4625.0,4179.0,451.0,33.0,44.0,0.0,39.0
1076,"Bracken County, Kentucky",8330.0,8197.0,24.0,15.0,124.0,6.0,76.0
1077,"Lyon County, Kentucky",8268.0,7698.0,518.0,76.0,47.0,16.0,40.0
1078,"Nelson County, Kentucky",45131.0,42157.0,2772.0,223.0,320.0,0.0,439.0
1079,"Wayne County, Kentucky",20692.0,20186.0,507.0,164.0,40.0,17.0,140.0
1080,"Lewis County, Kentucky",13565.0,13385.0,86.0,132.0,68.0,0.0,0.0
1081,"Marion County, Kentucky",19335.0,17428.0,1784.0,47.0,71.0,0.0,217.0
1082,"Trigg County, Kentucky",14286.0,12973.0,1312.0,18.0,61.0,3.0,0.0
1083,"Woodford County, Kentucky",25817.0,24043.0,1499.0,150.0,239.0,13.0,579.0
1084,"Boone County, Kentucky",127682.0,119205.0,5245.0,774.0,3995.0,199.0,1309.0
1085,"Leslie County, Kentucky",10648.0,10513.0,88.0,103.0,42.0,0.0,80.0
1086,"Jessamine County, Kentucky",51667.0,48353.0,2578.0,582.0,858.0,4.0,316.0
1087,"Knox County, Kentucky",31424.0,30734.0,592.0,229.0,122.0,0.0,3.0
1088,"Lawrence County, Kentucky",15844.0,15703.0,100.0,102.0,131.0,0.0,20.0
1089,"Letcher County, Kentucky",23011.0,22816.0,215.0,85.0,63.0,0.0,51.0
1090,"Livingston County, Kentucky",9288.0,9231.0,162.0,58.0,20.0,2.0,5.0
1091,"McCracken County, Kentucky",65285.0,57075.0,7937.0,574.0,766.0,48.0,356.0
1092,"Pike County, Kentucky",61586.0,60458.0,661.0,253.0,372.0,0.0,276.0
1093,"Shelby County, Kentucky",45831.0,41061.0,4067.0,202.0,609.0,88.0,1139.0
1094,"Whitley County, Kentucky",36027.0,35293.0,488.0,411.0,59.0,16.0,174.0
1095,"Anderson County, Kentucky",22017.0,21235.0,669.0,133.0,162.0,0.0,125.0
1096,"Breckinridge County, Kentucky",19991.0,19470.0,572.0,206.0,74.0,0.0,68.0
1097,"Floyd County, Kentucky",37447.0,36922.0,445.0,177.0,147.0,17.0,70.0
1098,"Franklin County, Kentucky",49969.0,43028.0,6238.0,365.0,1000.0,9.0,1149.0
1099,"Kenton County, Kentucky",163987.0,152286.0,10062.0,893.0,2509.0,125.0,2294.0
1100,"McCreary County, Kentucky",17748.0,16414.0,1094.0,186.0,43.0,28.0,363.0
1101,"Madison County, Kentucky",88376.0,82836.0,4839.0,814.0,1211.0,126.0,642.0
1102,"Magoffin County, Kentucky",12783.0,12776.0,3.0,4.0,0.0,0.0,0.0
1103,"Metcalfe County, Kentucky",9990.0,9822.0,138.0,150.0,49.0,0.0,31.0
1104,"Owsley County, Kentucky",4497.0,4275.0,198.0,15.0,0.0,0.0,23.0
1105,"Rowan County, Kentucky",24392.0,23746.0,516.0,93.0,281.0,4.0,57.0
1106,"Simpson County, Kentucky",17881.0,15592.0,1851.0,207.0,168.0,0.0,347.0
1107,"Taylor County, Kentucky",25406.0,23901.0,1596.0,181.0,289.0,0.0,73.0
1108,"Clark County, Kentucky",35757.0,33589.0,2004.0,195.0,238.0,30.0,178.0
1109,"Todd County, Kentucky",12377.0,10973.0,1104.0,88.0,21.0,0.0,423.0
1110,"Carlisle County, Kentucky",4890.0,4757.0,122.0,37.0,19.0,0.0,22.0
1111,"Carroll County, Kentucky",10695.0,9852.0,362.0,92.0,31.0,0.0,509.0
1112,"Clinton County, Kentucky",10208.0,10030.0,56.0,54.0,18.0,0.0,144.0
1113,"Estill County, Kentucky",14382.0,14296.0,111.0,236.0,0.0,3.0,25.0
1114,"Gallatin County, Kentucky",8652.0,8305.0,236.0,48.0,20.0,0.0,204.0
1115,"Garrard County, Kentucky",17226.0,16964.0,239.0,351.0,25.0,10.0,56.0
1116,"Greenup County, Kentucky",36012.0,35412.0,446.0,291.0,225.0,28.0,148.0
1117,"Fleming County, Kentucky",14515.0,14115.0,321.0,54.0,10.0,0.0,159.0
1118,"Campbell County, Kentucky",91804.0,87391.0,3491.0,483.0,1135.0,81.0,569.0
1119,"Carter County, Kentucky",27385.0,26985.0,254.0,301.0,69.0,3.0,19.0
1120,"Elliott County, Kentucky",7533.0,7254.0,271.0,5.0,0.0,0.0,11.0
1121,"Grant County, Kentucky",24800.0,23925.0,461.0,150.0,49.0,0.0,609.0
1122,"Jefferson County, Kentucky",764378.0,571854.0,176776.0,5570.0,24691.0,859.0,8138.0
1123,"Larue County, Kentucky",14102.0,13280.0,561.0,177.0,48.0,0.0,249.0
1124,"Logan County, Kentucky",26847.0,24839.0,2164.0,109.0,48.0,1.0,272.0
1125,"Mason County, Kentucky",17167.0,16020.0,1370.0,182.0,134.0,0.0,23.0
1126,"Mercer County, Kentucky",21378.0,20019.0,1020.0,169.0,163.0,21.0,285.0
1127,"Pendleton County, Kentucky",14530.0,14326.0,152.0,160.0,77.0,14.0,14.0
1128,"Robertson County, Kentucky",2161.0,2121.0,68.0,0.0,0.0,0.0,0.0
1129,"Russell County, Kentucky",17731.0,16979.0,120.0,89.0,94.0,117.0,436.0
1130,"Spencer County, Kentucky",18012.0,17560.0,342.0,141.0,185.0,0.0,60.0
1131,"Washington County, Kentucky",11999.0,11017.0,790.0,99.0,91.0,0.0,336.0
1132,"Bath County, Kentucky",12189.0,11916.0,209.0,119.0,109.0,0.0,101.0
1133,"Ballard County, Kentucky",8152.0,7747.0,388.0,58.0,47.0,3.0,36.0
1134,"Barren County, Kentucky",43418.0,41256.0,2117.0,277.0,352.0,39.0,264.0
1135,"Boyle County, Kentucky",29773.0,27036.0,2685.0,259.0,351.0,40.0,270.0
1136,"Green County, Kentucky",11044.0,10668.0,490.0,21.0,37.0,0.0,5.0
1137,"Hancock County, Kentucky",8700.0,8499.0,157.0,80.0,55.0,0.0,14.0
1138,"Harlan County, Kentucky",27548.0,26570.0,784.0,175.0,131.0,0.0,174.0
1139,"Martin County, Kentucky",12175.0,11536.0,616.0,148.0,0.0,8.0,23.0
1140,"Hardin County, Kentucky",107699.0,90802.0,15701.0,1365.0,3450.0,515.0,1602.0
1141,"Lincoln County, Kentucky",24413.0,23752.0,794.0,219.0,4.0,5.0,270.0
1142,"McLean County, Kentucky",9361.0,9252.0,76.0,52.0,77.0,0.0,33.0
1143,"Monroe County, Kentucky",10645.0,10274.0,331.0,19.0,20.0,8.0,66.0
1144,"Ohio County, Kentucky",24062.0,23350.0,592.0,117.0,114.0,7.0,110.0
1145,"Powell County, Kentucky",12349.0,12109.0,138.0,62.0,133.0,12.0,67.0
1146,"Union County, Kentucky",14915.0,12843.0,2215.0,149.0,51.0,5.0,71.0
1147,"Webster County, Kentucky",13180.0,12268.0,728.0,82.0,15.0,54.0,394.0
1148,"Caldwell County, Kentucky",12747.0,11880.0,915.0,54.0,0.0,0.0,13.0
1149,"Calloway County, Kentucky",38616.0,36175.0,1878.0,320.0,933.0,43.0,238.0
1150,"Casey County, Kentucky",15805.0,15547.0,174.0,107.0,76.0,0.0,60.0
1151,"Christian County, Kentucky",72438.0,54360.0,16915.0,1148.0,1556.0,619.0,909.0
1152,"Daviess County, Kentucky",99258.0,92910.0,6350.0,406.0,1578.0,0.0,417.0
1153,"Grayson County, Kentucky",26129.0,25433.0,448.0,171.0,77.0,15.0,253.0
1154,"Henderson County, Kentucky",46252.0,42113.0,4287.0,272.0,303.0,32.0,596.0
1155,"Henry County, Kentucky",15677.0,14752.0,608.0,136.0,55.0,17.0,295.0
1156,"Hopkins County, Kentucky",45985.0,42435.0,3664.0,275.0,368.0,7.0,323.0
1157,"Jackson County, Kentucky",13369.0,13350.0,48.0,38.0,0.0,0.0,0.0
1158,"Laurel County, Kentucky",59901.0,58726.0,654.0,483.0,439.0,36.0,229.0
1159,"Marshall County, Kentucky",31177.0,30754.0,344.0,98.0,162.0,0.0,132.0
1160,"Meade County, Kentucky",28452.0,26995.0,1379.0,326.0,324.0,75.0,157.0
1161,"Montgomery County, Kentucky",27550.0,26385.0,992.0,156.0,12.0,131.0,253.0
1162,"Nicholas County, Kentucky",7061.0,6904.0,109.0,78.0,0.0,0.0,53.0
1163,"Oldham County, Kentucky",64633.0,60423.0,3282.0,607.0,1373.0,153.0,784.0
1164,"Owen County, Kentucky",10686.0,10280.0,220.0,37.0,0.0,10.0,178.0
1165,"Rockcastle County, Kentucky",16815.0,16591.0,45.0,187.0,47.0,12.0,3.0
1166,"Scott County, Kentucky",52322.0,47702.0,3488.0,299.0,951.0,2.0,1616.0
1167,"Warren County, Kentucky",123824.0,103895.0,13241.0,869.0,4748.0,647.0,3455.0
1168,"Allen County, Kentucky",20628.0,19981.0,470.0,48.0,41.0,0.0,237.0
1169,"Bourbon County, Kentucky",20017.0,18214.0,1542.0,34.0,66.0,9.0,283.0
1170,"Boyd County, Kentucky",48486.0,46869.0,1834.0,471.0,415.0,2.0,164.0
1171,"Bullitt County, Kentucky",78622.0,77040.0,1206.0,716.0,708.0,88.0,326.0
1172,"Crittenden County, Kentucky",9154.0,9013.0,199.0,22.0,5.0,19.0,18.0
1173,"Fayette County, Kentucky",315109.0,247305.0,51791.0,2950.0,14063.0,306.0,9701.0
1174,"Fulton County, Kentucky",6259.0,4610.0,1701.0,146.0,16.0,7.0,35.0
1175,"Johnson County, Kentucky",23064.0,22646.0,140.0,90.0,275.0,0.0,58.0
1176,"Knott County, Kentucky",15690.0,15531.0,76.0,77.0,63.0,122.0,45.0
1177,"Menifee County, Kentucky",6381.0,6355.0,17.0,31.0,38.0,0.0,1.0
1178,"Morgan County, Kentucky",13281.0,12653.0,620.0,108.0,87.0,0.0,57.0
1179,"Muhlenberg County, Kentucky",31153.0,29377.0,1662.0,169.0,113.0,66.0,328.0
1180,"Perry County, Kentucky",27329.0,26490.0,578.0,74.0,242.0,102.0,35.0
1181,"Pulaski County, Kentucky",63974.0,62199.0,1122.0,542.0,569.0,0.0,460.0
1182,"Wolfe County, Kentucky",7251.0,7171.0,43.0,43.0,11.0,11.0,14.0
1183,"Clay County, Kentucky",20866.0,19766.0,935.0,190.0,64.0,18.0,209.0
1184,"Adair County, Kentucky",19304.0,18424.0,793.0,97.0,22.0,0.0,143.0
1185,"Bell County, Kentucky",27469.0,26437.0,1113.0,132.0,172.0,19.0,64.0
1186,"Breathitt County, Kentucky",13276.0,13059.0,228.0,46.0,37.0,0.0,25.0
1187,"Cumberland County, Kentucky",6744.0,6431.0,304.0,6.0,46.0,0.0,112.0
1188,"Graves County, Kentucky",37259.0,34507.0,2082.0,373.0,219.0,84.0,787.0
1189,"Hart County, Kentucky",18531.0,17486.0,995.0,117.0,87.0,4.0,73.0
1190,"Lee County, Kentucky",6717.0,6575.0,90.0,57.0,35.0,0.0,0.0
1191,"Hancock County, Maine",54468.0,53061.0,621.0,592.0,839.0,222.0,79.0
1192,"Oxford County, Maine",57230.0,56376.0,452.0,932.0,587.0,18.0,121.0
1193,"Lincoln County, Maine",34021.0,33395.0,143.0,322.0,446.0,17.0,40.0
1194,"Waldo County, Maine",39280.0,38638.0,367.0,573.0,362.0,12.0,98.0
1195,"Penobscot County, Maine",152284.0,147237.0,2040.0,3343.0,2205.0,69.0,463.0
1196,"Piscataquis County, Maine",16960.0,16574.0,159.0,236.0,164.0,10.0,94.0
1197,"Androscoggin County, Maine",107317.0,103995.0,3044.0,4295.0,1524.0,72.0,309.0
1198,"Aroostook County, Maine",68840.0,66557.0,876.0,1858.0,448.0,25.0,205.0
1199,"Washington County, Maine",31822.0,29802.0,338.0,2053.0,229.0,33.0,220.0
1200,"Cumberland County, Maine",289173.0,272726.0,10537.0,2856.0,8570.0,167.0,1317.0
1201,"Knox County, Maine",39700.0,38954.0,471.0,570.0,310.0,29.0,88.0
1202,"Sagadahoc County, Maine",35149.0,34497.0,323.0,534.0,414.0,180.0,86.0
1203,"York County, Maine",201454.0,196159.0,2705.0,2083.0,3305.0,101.0,405.0
1204,"Kennebec County, Maine",121289.0,117856.0,1466.0,1545.0,1536.0,296.0,350.0
1205,"Franklin County, Maine",30177.0,29657.0,244.0,422.0,243.0,52.0,133.0
1206,"Somerset County, Maine",50994.0,50311.0,462.0,662.0,459.0,65.0,75.0
1207,"Vermilion Parish, Louisiana",59841.0,49368.0,9230.0,476.0,1491.0,0.0,240.0
1208,"St. Charles Parish, Louisiana",52728.0,37270.0,14194.0,374.0,673.0,6.0,758.0
1209,"Lafourche Parish, Louisiana",98112.0,79664.0,13908.0,3646.0,1067.0,122.0,2444.0
1210,"Concordia Parish, Louisiana",20211.0,11710.0,8358.0,20.0,43.0,26.0,110.0
1211,"Tensas Parish, Louisiana",4771.0,2104.0,2653.0,0.0,4.0,0.0,18.0
1212,"West Feliciana Parish, Louisiana",15376.0,8311.0,6983.0,103.0,81.0,0.0,32.0
1213,"Jefferson Davis Parish, Louisiana",31405.0,25790.0,5595.0,465.0,151.0,0.0,57.0
1214,"St. James Parish, Louisiana",21485.0,10528.0,10814.0,59.0,51.0,0.0,260.0
1215,"Grant Parish, Louisiana",22305.0,18096.0,3541.0,443.0,142.0,29.0,646.0
1216,"Jefferson Parish, Louisiana",437038.0,283783.0,120433.0,4515.0,20322.0,286.0,17201.0
1217,"Beauregard Parish, Louisiana",36598.0,31226.0,5036.0,880.0,381.0,67.0,189.0
1218,"Bienville Parish, Louisiana",13806.0,7828.0,5816.0,55.0,26.0,0.0,237.0
1219,"Bossier Parish, Louisiana",125698.0,93822.0,28752.0,1425.0,3235.0,286.0,1571.0
1220,"Cameron Parish, Louisiana",6806.0,6499.0,190.0,5.0,19.0,0.0,98.0
1221,"East Feliciana Parish, Louisiana",19553.0,10665.0,8786.0,117.0,101.0,0.0,63.0
1222,"St. John the Baptist Parish, Louisiana",43565.0,18214.0,24750.0,143.0,479.0,37.0,812.0
1223,"Plaquemines Parish, Louisiana",23394.0,16851.0,5157.0,689.0,1022.0,60.0,554.0
1224,"Ouachita Parish, Louisiana",156433.0,94990.0,59403.0,811.0,1784.0,53.0,852.0
1225,"Rapides Parish, Louisiana",132080.0,86029.0,43222.0,1951.0,2375.0,31.0,702.0
1226,"Washington Parish, Louisiana",46449.0,31915.0,14527.0,361.0,196.0,6.0,262.0
1227,"St. Landry Parish, Louisiana",83580.0,48392.0,35137.0,522.0,479.0,7.0,597.0
1228,"Tangipahoa Parish, Louisiana",128850.0,88727.0,39814.0,1285.0,1122.0,32.0,556.0
1229,"Acadia Parish, Louisiana",62607.0,50524.0,12075.0,581.0,73.0,30.0,792.0
1230,"St. Mary Parish, Louisiana",52578.0,33679.0,17401.0,1464.0,1107.0,43.0,1074.0
